coset,d,k,n,diameter,last_layer_size,total_states,growth,central
6Different,4,2,18,40,8,72576,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 703, 891, 1112, 1367, 1673, 2028, 2407, 2780, 3216, 3673, 4135, 4570, 4982, 5304, 5467, 5431, 5250, 4783, 3937, 2979, 2023, 1156, 574, 208, 92, 38, 13, 8]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,19,73,1,1395360,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 703, 891, 1112, 1367, 1673, 2029, 2413, 2796, 3254, 3734, 4241, 4816, 5470, 6149, 6875, 7666, 8540, 9408, 10306, 11300, 12539, 13975, 15640, 17583, 19590, 21544, 23491, 25629, 28101, 30885, 33691, 36372, 39122, 41915, 44606, 47457, 50599, 53869, 56816, 58994, 60598, 61622, 61933, 61907, 61029, 58607, 54290, 48651, 42094, 34688, 27232, 20411, 14522, 9562, 5312, 2566, 1037, 309, 48, 4, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,2,20,46,3,129600,"[1, 3, 6, 12, 21, 34, 53, 84, 136, 202, 287, 399, 538, 703, 891, 1112, 1367, 1673, 2029, 2414, 2802, 3270, 3755, 4264, 4821, 5485, 6129, 6733, 7357, 7956, 8351, 8523, 8522, 8330, 7743, 6839, 5816, 4498, 3021, 1749, 845, 416, 218, 115, 62, 12, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,9,25,10,15120,"[1, 3, 6, 11, 17, 27, 46, 79, 133, 213, 316, 449, 610, 805, 1025, 1231, 1427, 1577, 1659, 1665, 1507, 1178, 751, 301, 73, 10]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,4,3,10,17,23,2400,"[1, 3, 6, 11, 17, 26, 40, 63, 105, 173, 267, 322, 343, 350, 310, 233, 107, 23]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,4,3,11,34,4,55440,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 155, 234, 352, 522, 723, 962, 1239, 1533, 1842, 2196, 2614, 3090, 3556, 3893, 4107, 4305, 4438, 4481, 4321, 3861, 2992, 2047, 1135, 472, 101, 4]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,4,3,12,24,5,7200,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 320, 449, 596, 731, 831, 879, 868, 759, 556, 352, 149, 47, 13, 5]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,13,44,11,154440,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 797, 1041, 1321, 1652, 2042, 2502, 3065, 3687, 4273, 4860, 5488, 6176, 6944, 7671, 8217, 8674, 9134, 9654, 10169, 10445, 10292, 9515, 8174, 6406, 4560, 3085, 1677, 669, 178, 46, 11]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,14,28,7,17640,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 797, 1021, 1206, 1388, 1569, 1767, 1874, 1834, 1629, 1190, 746, 396, 154, 47, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,15,53,19,360360,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 798, 1038, 1278, 1522, 1819, 2190, 2692, 3298, 3911, 4551, 5235, 6005, 6899, 7886, 8878, 9819, 10774, 11863, 13107, 14407, 15594, 16551, 17598, 18613, 19694, 20621, 21017, 20676, 19541, 17910, 15500, 12595, 9587, 6845, 4353, 2305, 948, 317, 91, 19]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,16,34,1,37632,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 798, 1039, 1288, 1550, 1833, 2174, 2554, 2889, 3157, 3275, 3267, 3157, 2909, 2388, 1669, 949, 464, 194, 54, 8, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,17,62,17,742560,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 798, 1039, 1289, 1560, 1869, 2234, 2709, 3239, 3747, 4234, 4766, 5438, 6282, 7283, 8340, 9431, 10546, 11655, 12955, 14469, 16096, 17746, 19382, 20990, 22730, 24503, 26279, 28215, 30246, 32392, 34387, 36019, 36966, 37246, 36965, 36087, 34166, 31361, 27638, 22939, 18233, 13863, 10078, 6615, 3499, 1379, 473, 152, 17]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,18,40,2,72576,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 798, 1039, 1289, 1561, 1879, 2262, 2732, 3252, 3740, 4175, 4574, 4902, 5211, 5477, 5573, 5426, 4922, 4062, 3052, 2167, 1361, 674, 281, 107, 35, 8, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,19,73,2,1395360,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 798, 1039, 1289, 1561, 1880, 2272, 2760, 3293, 3811, 4314, 4869, 5516, 6274, 7099, 7880, 8717, 9705, 10841, 12158, 13655, 15291, 17071, 19008, 20800, 22559, 24390, 26641, 29320, 32011, 34628, 37071, 39646, 42143, 44811, 47712, 51045, 54527, 57381, 59338, 60556, 61491, 61515, 60709, 59110, 56246, 51732, 45738, 39270, 32714, 26368, 20441, 14588, 9193, 5052, 2386, 835, 227, 37, 11, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,3,20,46,4,129600,"[1, 3, 6, 11, 17, 26, 40, 62, 99, 154, 226, 321, 449, 600, 798, 1039, 1289, 1561, 1880, 2273, 2770, 3321, 3834, 4337, 4871, 5507, 6233, 6969, 7555, 7957, 8280, 8447, 8528, 8376, 7811, 6961, 5916, 4521, 3057, 1797, 901, 453, 203, 93, 34, 9, 4]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,9,26,22,15120,"[1, 3, 5, 9, 15, 24, 41, 66, 103, 161, 237, 343, 481, 631, 827, 1029, 1238, 1445, 1625, 1668, 1535, 1302, 1047, 720, 398, 144, 22]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,4,4,10,18,16,2400,"[1, 3, 5, 8, 12, 18, 30, 51, 82, 126, 194, 274, 320, 355, 346, 269, 192, 98, 16]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,4,4,11,35,1,55440,"[1, 3, 5, 8, 12, 17, 26, 43, 70, 110, 172, 263, 373, 528, 731, 988, 1289, 1601, 1939, 2323, 2753, 3233, 3607, 3861, 4080, 4317, 4428, 4422, 4178, 3635, 2817, 1926, 1131, 462, 87, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,4,4,12,25,2,7200,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 97, 146, 219, 320, 438, 570, 711, 808, 894, 868, 711, 547, 372, 210, 84, 24, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,13,45,9,154440,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 201, 287, 426, 606, 835, 1102, 1396, 1749, 2148, 2659, 3212, 3796, 4430, 5112, 5848, 6558, 7230, 7775, 8187, 8597, 9111, 9702, 10173, 10225, 9702, 8728, 7482, 6131, 4755, 3194, 1707, 710, 193, 49, 9]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,14,30,8,17640,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 200, 280, 403, 566, 759, 985, 1177, 1380, 1577, 1756, 1790, 1705, 1521, 1260, 936, 561, 253, 88, 20, 8]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,15,54,39,360360,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 200, 280, 402, 566, 771, 987, 1214, 1507, 1863, 2354, 2886, 3475, 4131, 4892, 5769, 6649, 7503, 8395, 9404, 10516, 11760, 13047, 14072, 14881, 15596, 16424, 17473, 18585, 19552, 20040, 19943, 19222, 18233, 16782, 14630, 11934, 9093, 6628, 4297, 2317, 1067, 409, 157, 39]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,16,36,1,37632,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 200, 280, 402, 566, 771, 1002, 1208, 1470, 1752, 2136, 2518, 2844, 3119, 3316, 3373, 3221, 2845, 2276, 1610, 1096, 673, 356, 138, 39, 5, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,17,64,11,742560,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 200, 280, 402, 566, 771, 1003, 1231, 1491, 1809, 2228, 2684, 3190, 3763, 4446, 5242, 6058, 6965, 7975, 9108, 10383, 11771, 13137, 14441, 15874, 17394, 19019, 20688, 22275, 23876, 25480, 27113, 28879, 30642, 32365, 33827, 34939, 35503, 35513, 35209, 34379, 32580, 29437, 25288, 21006, 16982, 13352, 9728, 6208, 3261, 1423, 529, 173, 48, 11]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,18,41,1,72576,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 200, 280, 402, 566, 771, 1003, 1232, 1515, 1827, 2260, 2705, 3146, 3610, 4114, 4651, 5032, 5267, 5455, 5511, 5375, 4988, 4248, 3193, 2107, 1310, 767, 379, 172, 58, 16, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,19,74,2,1395360,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 200, 280, 402, 566, 771, 1003, 1232, 1516, 1851, 2278, 2741, 3209, 3732, 4365, 5095, 5820, 6558, 7405, 8415, 9632, 10992, 12419, 13829, 15354, 17034, 18900, 20832, 22531, 24196, 26332, 28922, 31499, 33901, 36143, 38284, 40714, 43277, 46207, 49383, 52379, 54957, 56707, 57906, 58898, 59561, 59738, 58848, 56584, 52701, 47783, 41907, 36136, 30589, 24849, 18838, 13179, 8152, 4349, 1967, 785, 235, 59, 16, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,4,4,20,46,4,129600,"[1, 3, 5, 8, 12, 17, 26, 42, 65, 96, 140, 200, 280, 402, 566, 771, 1003, 1232, 1516, 1852, 2302, 2759, 3241, 3760, 4367, 5090, 5773, 6402, 6911, 7401, 7998, 8632, 9031, 8928, 8417, 7684, 6728, 5548, 4144, 2811, 1689, 923, 454, 215, 116, 35, 4]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,9,30,8,15120,"[1, 3, 6, 12, 22, 39, 62, 87, 119, 163, 203, 252, 329, 422, 531, 662, 800, 926, 1037, 1130, 1153, 1186, 1253, 1259, 1217, 961, 624, 365, 208, 80, 8]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,5,1,10,20,1,2400,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 156, 183, 217, 280, 317, 314, 303, 179, 70, 23, 7, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,5,1,11,44,15,55440,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 266, 326, 402, 525, 652, 774, 924, 1094, 1261, 1438, 1632, 1830, 2015, 2159, 2239, 2370, 2602, 2906, 3213, 3511, 3626, 3584, 3468, 3182, 2673, 2014, 1466, 1035, 694, 398, 178, 82, 15]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,5,1,12,18,2,1296,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 200, 197, 132, 49, 16, 11, 7, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,13,59,5,154440,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 313, 363, 450, 537, 607, 698, 849, 1054, 1264, 1464, 1697, 1929, 2144, 2375, 2596, 2839, 3177, 3556, 3857, 4095, 4301, 4582, 4988, 5493, 5946, 6236, 6536, 6813, 7094, 7304, 7382, 7379, 7213, 6798, 6216, 5494, 4517, 3762, 2926, 2181, 1653, 1154, 737, 433, 233, 50, 5]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,14,35,7,17640,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 314, 367, 457, 545, 610, 674, 768, 901, 1038, 1194, 1350, 1474, 1535, 1520, 1292, 991, 704, 376, 180, 105, 54, 34, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,15,74,1,360360,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 314, 368, 461, 552, 619, 689, 782, 890, 1005, 1142, 1352, 1630, 1966, 2372, 2784, 3196, 3568, 3776, 3920, 4200, 4635, 5134, 5633, 6119, 6574, 6994, 7380, 7745, 8238, 8851, 9431, 9872, 10289, 10626, 11083, 11747, 12549, 13330, 13794, 14018, 14050, 13866, 13464, 13005, 12459, 11825, 11124, 10160, 8903, 7203, 5893, 4708, 3717, 2979, 2275, 1629, 1096, 679, 372, 151, 23, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,16,29,2,6144,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 314, 368, 462, 549, 582, 565, 551, 513, 436, 305, 172, 97, 43, 21, 10, 4, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,17,91,3,742560,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 314, 368, 462, 557, 630, 705, 803, 916, 1025, 1135, 1279, 1422, 1577, 1807, 2075, 2420, 2912, 3455, 3977, 4534, 5122, 5602, 5963, 6360, 6809, 7251, 7665, 8221, 8945, 9751, 10658, 11549, 12266, 12872, 13412, 13861, 14251, 14667, 15116, 15629, 16295, 17108, 18095, 19118, 20229, 21345, 22358, 23138, 23770, 24245, 24399, 24119, 23253, 21988, 20758, 19899, 19439, 19330, 19083, 17940, 16163, 14216, 12163, 10019, 8149, 6597, 5304, 4223, 3325, 2582, 1844, 1146, 688, 393, 172, 95, 55, 21, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,18,49,38,72576,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 314, 368, 462, 557, 631, 709, 810, 925, 1037, 1150, 1291, 1442, 1598, 1774, 1969, 2188, 2478, 2794, 3176, 3650, 4154, 4545, 4772, 4719, 4335, 3830, 3355, 2946, 2599, 2195, 1791, 1294, 731, 423, 245, 131, 38]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,19,105,10,1395360,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 314, 368, 462, 557, 631, 710, 814, 932, 1046, 1162, 1310, 1467, 1641, 1855, 2052, 2259, 2515, 2745, 3013, 3441, 4000, 4665, 5462, 6389, 7385, 8268, 8734, 8934, 9267, 9840, 10721, 11748, 12591, 13215, 13835, 14647, 15757, 17075, 18422, 19608, 20633, 21416, 21949, 22278, 22632, 23103, 23655, 24395, 25381, 26497, 27752, 28991, 30372, 32108, 34013, 35850, 37372, 38377, 38818, 38900, 38588, 37760, 36645, 35401, 34451, 33907, 33508, 33245, 32950, 32078, 30652, 28775, 26220, 23126, 20264, 17743, 15386, 12881, 10414, 8372, 6756, 5502, 4486, 3493, 2563, 1885, 1327, 801, 382, 155, 87, 48, 10]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,1,20,39,7,20000,"[1, 3, 6, 12, 22, 39, 62, 87, 118, 155, 177, 204, 264, 314, 368, 462, 557, 631, 710, 815, 936, 1042, 1136, 1221, 1258, 1283, 1320, 1294, 1268, 1228, 1046, 749, 528, 285, 155, 94, 72, 45, 26, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,9,31,2,15120,"[1, 3, 6, 12, 22, 40, 68, 104, 139, 187, 245, 310, 382, 463, 555, 658, 791, 966, 1163, 1333, 1400, 1288, 1044, 958, 978, 861, 595, 331, 147, 50, 18, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,5,2,10,11,1,320,"[1, 3, 6, 12, 22, 40, 65, 87, 45, 27, 11, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,5,2,11,49,6,55440,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 191, 209, 238, 293, 383, 499, 612, 711, 813, 922, 1043, 1202, 1374, 1525, 1653, 1751, 1904, 2125, 2389, 2672, 2913, 3092, 3192, 3124, 2928, 2815, 2681, 2511, 2337, 2011, 1534, 1110, 821, 588, 332, 197, 110, 42, 31, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,5,2,12,58,6,95040,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 198, 215, 259, 337, 447, 557, 662, 794, 931, 1075, 1194, 1278, 1388, 1516, 1686, 1919, 2197, 2496, 2797, 3094, 3360, 3568, 3689, 3798, 3926, 3974, 3983, 4014, 4007, 3935, 3777, 3573, 3479, 3534, 3533, 3367, 2869, 2218, 1558, 1074, 784, 591, 353, 153, 64, 42, 26, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,13,66,3,154440,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 241, 301, 396, 500, 610, 770, 932, 1076, 1194, 1291, 1381, 1507, 1684, 1860, 2041, 2231, 2468, 2709, 2964, 3219, 3447, 3761, 4175, 4584, 4950, 5246, 5450, 5640, 5884, 6035, 6024, 5808, 5489, 5345, 5425, 5533, 5596, 5576, 5363, 5079, 4601, 3697, 2846, 2274, 1857, 1501, 1207, 785, 388, 177, 80, 53, 36, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,14,75,2,240240,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 241, 301, 380, 456, 532, 673, 840, 1010, 1185, 1339, 1442, 1485, 1545, 1674, 1895, 2182, 2464, 2701, 2903, 3079, 3188, 3219, 3271, 3453, 3859, 4543, 5435, 6369, 7205, 7747, 7983, 7997, 7787, 7616, 7684, 7959, 8211, 8373, 8464, 8392, 8247, 7968, 7565, 7152, 6775, 6512, 6279, 5795, 5078, 4321, 3716, 3271, 2840, 2305, 1606, 1085, 736, 410, 173, 92, 52, 28, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,15,18,39,2430,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 233, 273, 301, 275, 159, 39]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,16,95,6,524160,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 241, 302, 388, 465, 527, 641, 765, 874, 979, 1097, 1226, 1355, 1527, 1757, 1993, 2174, 2358, 2584, 2829, 3093, 3372, 3651, 3936, 4226, 4508, 4755, 5002, 5291, 5658, 6145, 6738, 7410, 8070, 8560, 8907, 9278, 9823, 10587, 11380, 12114, 12729, 13112, 13214, 13223, 13351, 13564, 13873, 14228, 14477, 14555, 14599, 14690, 14747, 14742, 14574, 14160, 13567, 13246, 12927, 12500, 11999, 11100, 9840, 8389, 7079, 6154, 5322, 4522, 3725, 3026, 2453, 2006, 1513, 1099, 764, 489, 302, 220, 160, 89, 52, 37, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,17,104,11,742560,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 241, 302, 388, 466, 535, 647, 772, 884, 986, 1079, 1161, 1226, 1344, 1566, 1859, 2139, 2455, 2797, 3114, 3392, 3593, 3718, 3911, 4200, 4552, 4964, 5392, 5820, 6160, 6446, 6770, 7126, 7440, 7753, 8054, 8443, 9080, 10058, 11359, 12810, 14175, 15167, 15678, 15786, 15725, 15722, 15745, 15746, 15797, 16062, 16537, 17194, 17760, 17902, 17848, 17959, 18365, 18735, 18801, 18707, 18629, 18486, 18164, 17789, 17339, 16811, 16313, 15466, 14364, 12743, 11229, 9989, 8970, 8446, 7903, 7006, 5642, 4194, 3102, 2415, 1819, 1317, 884, 561, 405, 384, 294, 161, 74, 52, 35, 11]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,18,112,3,1028160,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 241, 302, 388, 466, 536, 655, 778, 891, 997, 1094, 1169, 1206, 1257, 1378, 1609, 1896, 2258, 2718, 3179, 3578, 3859, 3977, 4099, 4325, 4596, 4891, 5258, 5708, 6217, 6679, 7029, 7318, 7512, 7672, 7931, 8293, 8775, 9471, 10423, 11553, 12730, 13775, 14612, 15334, 16130, 17031, 17959, 18793, 19414, 19660, 19744, 19801, 19831, 20055, 20553, 21305, 22281, 23437, 24436, 24921, 24841, 24438, 24119, 24032, 23815, 23415, 23067, 22752, 22606, 22670, 22772, 22489, 21906, 21033, 20121, 18661, 16905, 15110, 13549, 12157, 10983, 9718, 8103, 6783, 5861, 5082, 4205, 3409, 2549, 1777, 1194, 886, 728, 523, 343, 208, 114, 62, 37, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,19,123,5,1395360,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 241, 302, 388, 466, 536, 656, 786, 897, 1004, 1105, 1186, 1227, 1279, 1376, 1522, 1702, 1970, 2375, 2870, 3391, 3847, 4103, 4296, 4482, 4620, 4801, 5156, 5634, 6074, 6391, 6675, 7024, 7378, 7674, 8006, 8498, 9106, 9856, 10716, 11569, 12394, 13196, 13985, 14661, 15083, 15355, 15650, 16182, 17150, 18653, 20536, 22414, 23965, 24989, 25588, 25884, 25935, 25967, 26326, 27026, 27864, 28598, 29124, 29440, 29482, 29326, 29036, 28615, 28365, 28481, 28938, 29619, 30272, 30750, 30978, 30950, 30464, 29894, 29242, 28210, 26616, 25010, 23023, 20780, 18212, 16350, 15177, 14229, 13069, 11749, 10541, 9471, 8423, 7365, 5997, 4515, 3654, 3112, 2351, 1758, 1215, 672, 400, 283, 185, 121, 75, 48, 21, 11, 5]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,2,20,30,4,10240,"[1, 3, 6, 12, 22, 40, 68, 104, 135, 165, 189, 197, 208, 241, 302, 388, 466, 536, 656, 787, 877, 896, 863, 806, 711, 601, 472, 317, 135, 32, 4]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,3,9,12,11,648,"[1, 3, 6, 11, 18, 31, 53, 83, 125, 132, 122, 52, 11]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,5,3,10,22,2,2400,"[1, 3, 6, 11, 17, 27, 43, 63, 91, 122, 171, 233, 289, 306, 277, 254, 222, 160, 70, 17, 8, 7, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,5,3,11,48,2,55440,"[1, 3, 6, 11, 17, 27, 43, 63, 89, 112, 144, 180, 206, 256, 324, 396, 476, 551, 624, 725, 838, 978, 1167, 1369, 1588, 1797, 1977, 2153, 2331, 2461, 2584, 2718, 2857, 3005, 3208, 3283, 3090, 2896, 2648, 2262, 1827, 1397, 1045, 758, 484, 311, 124, 28, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,5,3,12,13,3,384,"[1, 3, 6, 11, 17, 27, 43, 63, 85, 58, 33, 22, 12, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,3,13,68,13,154440,"[1, 3, 6, 11, 17, 27, 43, 63, 89, 112, 143, 173, 182, 205, 237, 266, 322, 413, 530, 646, 759, 865, 928, 1013, 1132, 1273, 1404, 1509, 1607, 1739, 1930, 2194, 2497, 2813, 3155, 3477, 3761, 3974, 4140, 4312, 4521, 4734, 4951, 5180, 5362, 5514, 5664, 5783, 5943, 6004, 5986, 5881, 5703, 5331, 4814, 4347, 3815, 3314, 2867, 2620, 2391, 2075, 1553, 968, 565, 324, 172, 74, 13]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,3,14,41,5,17640,"[1, 3, 6, 11, 17, 27, 43, 63, 89, 112, 143, 172, 175, 184, 199, 221, 272, 348, 454, 581, 685, 777, 873, 956, 1022, 1067, 1089, 1067, 1020, 975, 952, 891, 754, 672, 595, 463, 318, 167, 94, 52, 25, 5]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,3,15,34,6,12000,"[1, 3, 6, 11, 17, 27, 43, 63, 89, 112, 143, 172, 175, 183, 193, 201, 235, 291, 378, 490, 604, 739, 885, 1059, 1082, 1006, 946, 831, 710, 524, 370, 254, 114, 37, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,5,3,16,50,15,37632,"[1, 3, 6, 11, 17, 27, 43, 63, 89, 112, 143, 172, 175, 183, 193, 201, 231, 278, 344, 438, 534, 644, 770, 953, 1143, 1269, 1353, 1399, 1402, 1412, 1466, 1564, 1695, 1810, 1910, 1968, 1946, 1876, 1755, 1639, 1452, 1241, 1040, 813, 632, 481, 337, 217, 116, 50, 15]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
